Code;Title
FOODBORNE_YLL_100K_LT5;Foodborne years of life lost per 100 000, aged less than 5 years
FOODBORNE_YLL_100K_TOTAL;Foodborne years of life lost per 100 000, all ages
FOODBORNE_YLL_CASE;Foodborne years of life lost per case
FOODBORNE_YLL_CASE_GE5;Foodborne years of life lost per case, aged 5 years and above
FOODBORNE_YLL_CASE_LT5;Foodborne years of life lost per case, aged less than 5 years
FOODBORNE_YLL_CASE_TOTAL;Foodborne years of life lost per case, all ages
FOODBORNE_YLL_GE5;Foodborne years of life lost, aged 5 years and above
FOODBORNE_YLL_LT5;Foodborne years of life lost, aged less than 5 years
FOODBORNE_YLL_TOTAL;Foodborne years of life lost, all ages
FOODSAFETY_IHR_PERCENT;Food safety IHR (%)
FOODSAFETY_JEE_SCORE;Food safety JEE (score)
fps;Demand for family planning satisfied - use of modern and traditional methods (%)
fpsmo;Demand for family planning satisfied - modern methods (%)
fpsmowho;Demand for family planning satisfied - use of modern methods (%)
fullv;Full immunization coverage among one-year-olds (%) (see vfull)
GASP_ISOLATESDSR_PROPORTION;Antimicrobial resistance or decreased susceptibiity (DS/R) to antimicrobials in Neisseria gonorrhoea isolates (WHO-GASP) (proportion)
GASP_ISOLATESTESTED_NUMBER;Antimicrobial resistance or decreased susceptibiity (DS/R) to antimicrobials testing  in Neisseria gonorrhoea isolates (WHO-GASP) (number)
GASPRP;Reporting countries
GASPRSAZM;Proportion of isolates with resistance to azithromycin reported to WHO-GASP
GASPRSCFM;Proportion of isolates with decreased susceptibility or resistance (DS/R) to cefixime reported to WHO-GASP
GASPRSCIP;Proportion of isolates with resistance to ciprofloxacin reported to WHO-GASP
GASPRSCRO;Proportion of isolates with decreased susceptibility or resistance (DS/R) to ceftriaxone reported to WHO-GASP
GASPRSESC;Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP
GASPTIAZM;Number of isolates tested for azithromycin
GASPTICFM;Number of isolates tested for cefixime
GASPTICIP;Number of isolates tested for ciprofloxacin
GASPTICRO;Number of isolates tested for ceftriaxone
GASPTIESC;Number of isolates tested for extended-spectrum cephalosporins
GB_XPD_RSDV;Research and development (R&amp;D) expenditure as a proportion of GDP
GBD_DALYRTAGE;Age-standardized DALYs (per 100,000)
GDO_q10x1;National regulator approval of anti-dementia medication
GDO_q10x1x1;Availability of generic anti-dementia medication
GDO_q10x1x2;Availability of at least one anti-dementia medication approved for on-label use reimbursement
GDO_q10x2_1AVAIL;Availability of atleast one adult hygiene products for people with dementia
GDO_q10x2_HOSUE;Availability of atleast one housing adjustment for people with dementia
GDO_q10x2_TECH;Availability of  atleast one assistive technology for people with dementia
GDO_q11x1;Existence of dementia national nongovernmental organization
GDO_q11x2x1;Dementia nongovernmental organization equipped with office
GDO_q11x2x2_1;Dementia nongovernmental organization office branches (Sub-national)
GDO_q11x2x2_2;Dementia nongovernmental organization office branches (Local)
GDO_q11x2x2_3;Dementia nongovernmental organization office branches (National only)
GDO_q11x2x3;Dementia nongovernmental organization staff primarily salaried/volunteer
GDO_q11x2x5;Provision of governmental funding to dementia nongovernmental organization for activities/services
GDO_q11x2x6;Dementia nongovernmental organization's involvement in policy development
GDO_q12x1;Existence of dementia carer support services
GDO_q12x1x1;Implementation level [national/subnational] of dementia carer support services
GDO_q12x1x2;Existence of dedicated resources for dementia carer support services
GDO_q12x1x3;Existence of implementation plan for dementia carer support services
GDO_q12x2_2;Existence of psycho-social supports for dementia carers
GDO_q12x2_3;Existence of respite care for dementia carers
GDO_q12x2_4;Existence of information on legal rights for dementia carers
GDO_q12x2_5;Existence of financial benefits/social protection for dementia carers
GDO_q12x2x1x1_1;Accessibility of dementia carer training and education [Capital/capital and main cities/capital, main cities, rural areas]
GDO_q12x2x1x1_1NGO;Majority provider of dementia carer training and education (NGO)
GDO_q12x2x1x1_1PRV;Majority provider of dementia carer training and education (Private sector)
GDO_q12x2x1x1_1PUB;Majority provider of dementia carer training and education (Public sector)
GDO_q12x2x1x1_2;Accessibility of psycho-social supports for dementia carers [Capital/capital and main cities/capital, main cities, rural areas]
GDO_q12x2x1x1_2NGO;Majority provider of psycho-social supports for dementia carers (NGO)
GDO_q12x2x1x1_2PRV;Majority provider of psycho-social supports for dementia carers (Private sector)
GDO_q12x2x1x1_2PUB;Majority provider of psycho-social supports for dementia carers (Public sector)
GDO_q12x2x1x1_3;Accessibility of respite care for dementia carers [Capital/capital and main cities/capital, main cities, rural areas]
GDO_q12x2x1x1_3NGO;Majority provider of respite care for dementia carers (NGO)
GDO_q12x2x1x1_3PRV;Majority provider of respite care for dementia carers (Private sector)
GDO_q12x2x1x1_3PUB;Majority provider of respite care for dementia carers (Public sector)
GDO_q12x2x1x1_4;Accessibility of information on legal rights for dementia carers [Capital/capital and main cities/capital, main cities, rural areas]
GDO_q12x2x1x1_4NGO;Majority provider of information on legal rights for dementia carers (NGO)
GDO_q12x2x1x1_4PRV;Majority provider of information on legal rights for dementia carers (Private sector)
GDO_q12x2x1x1_4PUB;Majority provider of information  on legal rights for dementia carers (Public sector)
GDO_q12x2x1x1_5;Accessibility of financial benefits/social protection for dementia carers [Capital/capital and main cities/capital, main cities, rural areas]
GDO_q12x2x1x1_5NGO;Majority provider of information on financial benefits/social protection for dementia carers (NGO)
GDO_q12x2x1x1_5PRV;Majority provider of information on financial benefits/social protection for dementia carers (Private sector)
GDO_q12x2x1x1_5PUB;Majority provider of information  on financial benefits/social protection for dementia carers (Public sector)
GDO_q12x2x1x3;Estimated number of dementia carers receiving training and education
GDO_q12x2x2x3;Estimated number of dementia carers receiving psycho-social supports
GDO_q12x2x3x3;Estimated number of dementia carers receiving respite care
GDO_q12x2x4x3;Estimated number of dementia carers receiving information on legal rights
GDO_q12x2x5x3;Estimated number of dementia carers receiving financial benefits/social protection
GDO_q13x1;Existence of at least one functioning dementia awareness campaign
GDO_q13x1x1;Implementation level [national/subnational] of dementia awareness campaign
GDO_q13x3;Existence of at least one functioning risk reduction campaign
GDO_q13x3x1;Implementation level [national/subnational] of dementia risk reduction campaign
GDO_q14x1;Availability of dementia-friendly initiatives that improve accessibility
GDO_q14x2_1;Existence of dementia-friendly initiative to improve accessibility of public spaces
GDO_q14x2_2;Existence of dementia-friendly initiative to improve accessibility of public transportation
GDO_q14x2_3;Existence of dementia-friendly initiative for assistance with home modification
GDO_q14x2_4;Existence of dementia-friendly initiative with assistive technology for loss of capacity
GDO_q14x2_5;Existence of dementia-friendly initiative supporting community places for older people
GDO_q14x2_6;Existence of dementia-friendly initiative supporting social opportunities
GDO_q15x1;Inclusion of dementia training and education for non-health workers
GDO_q15x2_1;Existence of dementia training for volunteers
GDO_q15x2_2;Existence of dementia training for police and fire services
GDO_q15x2_3;Existence of dementia training for first responders
GDO_q15x2_4;Existence of dementia training for legal professionals
GDO_q15x2_5;Existence of dementia training for community workers
GDO_q15x2_6;Existence of dementia training for school children
GDO_q15x2_7;Existence of dementia training for financial service staff
GDO_q15x2_8;Existence of dementia training for retail and hospitality staff
GDO_q16x1;Routine monitoring of people with dementia
GDO_q16x1x1_1;Data sources used to routinely monitor people with dementia (Clinical records)
GDO_q16x1x1_2;Data sources used to routinely monitor people with dementia (Household surveys)
GDO_q16x1x1_3;Data sources used to routinely monitor people with dementia (Administrative data)
GDO_q16x1x1_4;Data sources used to routinely monitor people with dementia (Facility survey or records)
GDO_q16x1x1_other;Data sources used to routinely monitor people with dementia (Other)
GDO_q16x1x2_1;Electronic availability of data sources used to routinely monitor people with dementia
GDO_q16x1x2_2;Data used to routinely monitor people with dementia can be disaggregated
GDO_q16x2_1;Availability of routine hospital admissions records for people with dementia for monitoring purposes
GDO_q16x2_2;Availability of routine outpatient visit records for people with dementia for monitoring purposes
GDO_q16x2_3;Availability of routine outpatient intervention and treatment records for people with dementia for monitoring purposes
GDO_q16x2_4;Availability of routine pharmaceutical records for people with dementia for monitoring purposes
GDO_q16x2_5;Availability of routine antipsychotic prescription records for people with dementia for monitoring purposes
GDO_q16x3;Availability and status of dementia reporting in the past two years
GDO_q17x1;Existence of a current dementia research plan/programme
GDO_q17x1x1;Implementation level [national/subnational] of dementia research plan/programme
GDO_q17x2;Dementia integrated into other national research plan/programme
GDO_q17x2x1_1;Identification of other research plans in which dementia is integrated (Mental health)
GDO_q17x2x1_2;Identification of other research plans in which dementia is integrated (Ageing)
GDO_q17x2x1_3;Identification of other research plans in which dementia is integrated (Neuro or neurodegenerative disease)
GDO_q17x2x1_4;Identification of other research plans in which dementia is integrated (NCD)
GDO_q17x2x2;Implementation level [national/subnational] of research plan in which dementia is integrated
GDO_q18x2;Availability of funding for dementia-specific research plan/programme
GDO_q18x2x1_1;Total expenditure on dementia research (local currency, self-report)
GDO_q18x2x3_1;Total expenditure on dementia basic research (local currency, self-report)
GDO_q18x2x3_2;Total expenditure on dementia clinical/translational research (local currency, self-report)
GDO_q18x2x3_3;Total expenditure on dementia implementation research (local currency, self-report)
GDO_q19x2;Number of people with dementia involved in research routinely monitored
GDO_q19x3;Availability of investigational pharmaceutical trials for dementia
GDO_q19x3x1_1;Number of investigational pharmaceutical trials for dementia
GDO_q1x1;Inclusion of dementia in ministry portfolio
GDO_q1x1x1;Inclusion of dementia in a branch of government [health, ageing, social services, mental health, noncommunicable disease]
GDO_q1x2;Existence of dementia representative in ministry
GDO_q20;Total number of published dementia research output
GDO_q2x1;Existence of dementia national plan
GDO_q2x1x2;Availability of funding for dementia national plan
GDO_q2x1x3;Targets for monitoring implementation of dementia national plan
